@relation data/jdt-original.csv-weka.filters.unsupervised.attribute.Remove-R1

@attribute WCHU_fanIn numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute numberOfNonTrivialBugsFoundUntil numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsLinEntropy numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute WCHU_numberOfAttributes numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute LDHH_rfc numeric
@attribute WCHU_noc numeric
@attribute ck_oo_noc numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute label {0,1}

@data
2.02,0.0,1.0,0.0,0.0,6.0,0.008887,0.0,0.0,0.001487,0.001533,0.0,0.0,28.0,0
2.03,0.0,1.0,0.0,0.0,9.0,0.005853,0.0,0.0,0.001487,0.000986,0.0,0.0,122.0,0
1.01,0.0,4.0,0.0,0.0,5.0,0.141869,1.01,2.05,0.001487,0.009517,0.0,0.0,166.0,1
0.0,14.23,9.0,0.0,0.0,4.0,0.022283,0.0,0.0,0.006896,0.004803,0.0,0.0,222.0,1
1.01,4.79,4.0,0.0,0.0,7.0,0.141369,0.0,0.0,0.031948,0.010003,0.0,0.0,68.0,0
12.16,0.0,33.0,2.02,0.000742,26.0,0.185252,1.04,4.06,0.001487,0.007278,0.0,0.0,841.0,1
0.0,21.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.002695,0.0,0.0,0.0,9.0,0
4.04,10.92,47.0,1.01,0.0,3.0,0.094631,1.02,2.03,0.001487,0.029462,0.0,1.0,736.0,1
0.0,23.66,8.0,0.0,0.0,3.0,0.013235,0.0,0.0,0.014073,0.0,1.02,2.0,30.0,0
0.0,24.66,6.0,0.0,0.0,4.0,0.015716,0.0,0.0,0.002695,0.002611,0.0,0.0,72.0,0
0.0,24.67,4.0,0.0,0.0,3.0,0.138342,0.0,0.0,0.014073,0.009244,0.0,0.0,59.0,0
0.0,0.0,2.0,1.01,0.0,6.0,0.054678,0.0,1.01,0.0,0.02163,0.0,0.0,41.0,0
0.0,0.0,3.0,0.0,0.002751,5.0,0.054038,0.0,0.0,0.001487,0.002716,0.0,0.0,35.0,0
0.0,11.08,13.0,0.0,0.0,1.0,0.025751,1.01,1.01,0.001487,0.003749,0.0,0.0,673.0,0
0.0,14.23,0.0,0.0,0.0,2.0,0.006219,0.0,0.0,0.006896,0.0,0.0,0.0,11.0,0
0.0,23.66,3.0,0.0,0.0,3.0,0.152618,0.0,0.0,0.027085,0.011554,0.0,0.0,38.0,0
0.0,0.0,4.0,0.0,0.003312,1.0,0.058398,0.0,0.0,0.010253,0.003569,0.0,0.0,152.0,0
0.0,23.66,3.0,0.0,0.0,4.0,0.152618,0.0,0.0,0.027085,0.011554,0.0,0.0,35.0,0
0.0,0.0,7.0,0.0,0.0,13.0,0.142686,0.0,0.0,0.001487,0.006042,0.0,0.0,82.0,0
1.01,23.65,2.0,0.0,0.0,6.0,0.029089,0.0,0.0,0.002695,0.003767,0.0,0.0,44.0,0
0.0,23.66,1.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.012864,0.0,0.0,0.0,16.0,0
0.0,14.46,0.0,0.0,0.0,2.0,0.007845,0.0,0.0,0.016095,0.0,0.0,0.0,7.0,1
0.0,0.0,9.0,0.0,0.0,23.0,0.014502,0.0,0.0,0.005047,0.000845,0.0,0.0,368.0,0
2.22,0.0,9.0,1.01,0.0,2.0,0.01326,2.04,3.07,0.001487,0.002835,0.0,2.0,3.0,0
0.0,1.03,7.0,0.0,0.0,2.0,0.13446,0.0,0.0,0.01375,0.001814,0.0,0.0,62.0,0
0.0,0.0,1.0,1.01,0.0,4.0,0.054678,0.0,1.01,0.0,0.02163,0.0,0.0,153.0,1
2.02,23.65,9.0,0.0,0.0,11.0,0.017605,0.0,0.0,0.002695,0.003269,0.0,19.0,99.0,0
2.02,23.65,18.0,0.0,0.0,7.0,0.152694,1.01,2.04,0.002695,0.015968,0.0,0.0,334.0,1
0.0,0.0,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,22.0,0
0.0,12.23,4.0,0.0,0.0,1.0,0.129804,0.0,0.0,0.022705,0.0,0.0,0.0,7.0,1
1.01,0.0,0.0,0.0,0.0,4.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,40.0,0
2.03,14.46,14.0,0.0,0.0,5.0,0.174812,0.0,0.0,0.016095,0.00207,0.0,1.0,34.0,0
2.04,8.19,3.0,1.01,0.0,8.0,0.141228,0.0,0.0,0.002695,0.009953,0.0,2.0,35.0,0
0.0,0.0,0.0,0.0,0.0,6.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,30.0,0
0.0,0.0,5.0,0.0,0.0,2.0,0.016202,0.0,0.0,0.002551,0.0,0.0,0.0,9.0,0
0.0,23.66,2.0,0.0,0.0,5.0,0.012253,0.0,0.0,0.014073,0.0,0.0,0.0,85.0,0
0.0,0.0,2.0,0.0,0.0,3.0,0.00814,0.0,0.0,0.001487,0.00083,0.0,0.0,24.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.001886,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0
2.02,1.04,33.0,0.0,0.0,45.0,0.170674,0.0,0.0,0.032335,0.013779,0.0,1.0,480.0,0
2.03,8.28,16.0,0.0,0.0,24.0,0.026772,2.03,4.13,0.001487,0.006536,0.0,4.0,379.0,1
0.0,1.03,4.0,0.0,0.0,4.0,0.134499,0.0,0.0,0.025009,0.000969,1.01,1.0,30.0,0
0.0,24.67,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.014073,0.0,0.0,0.0,32.0,0
1.01,0.0,1.0,0.0,0.0,2.0,0.152618,0.0,0.0,0.001487,0.0,0.0,0.0,14.0,0
0.0,0.0,9.0,0.0,0.0,5.0,0.017719,0.0,0.0,0.001487,0.0,0.0,0.0,42.0,0
0.0,23.65,2.0,0.0,0.0,4.0,0.006219,0.0,0.0,0.002977,0.0,0.0,0.0,27.0,0
5.05,15.06,43.0,0.0,0.0,22.0,0.054402,0.0,0.0,0.058926,0.021368,1.01,1.0,333.0,1
1.01,23.66,7.0,0.0,0.0,8.0,0.014825,0.0,0.0,0.014073,0.001082,0.0,0.0,32.0,0
0.0,8.09,44.0,1.01,0.000481,7.0,0.209644,1.01,2.02,0.015473,0.012533,0.0,0.0,282.0,0
4.04,1.01,9.0,0.0,0.0,7.0,0.151789,0.0,0.0,0.003929,0.000836,0.0,0.0,155.0,0
0.0,0.0,9.0,0.0,0.0,5.0,0.014822,0.0,0.0,0.001487,0.0,0.0,0.0,52.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.009563,0.0,0.0,0.004013,0.0,0.0,0.0,10.0,0
5.06,0.0,10.0,0.0,0.0,2.0,0.068008,0.0,2.04,0.001487,0.001061,0.0,1.0,3.0,0
0.0,14.23,2.0,0.0,0.0,3.0,0.026389,0.0,0.0,0.006896,0.0,0.0,2.0,36.0,1
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.006314,0.0,0.0,0.0,0.0,0
0.0,14.46,0.0,0.0,0.0,2.0,0.007845,0.0,0.0,0.016095,0.0,0.0,0.0,7.0,1
0.0,1.12,2.0,0.0,0.0,1.0,0.009727,0.0,0.0,0.01375,0.000845,0.0,1.0,9.0,0
0.0,0.0,2.0,0.0,0.0,1.0,0.006973,2.07,1.01,0.001433,0.001866,1.01,1.0,19.0,0
0.0,23.66,5.0,0.0,0.0,2.0,0.013369,0.0,0.0,0.027085,0.0,0.0,0.0,14.0,0
3.03,0.0,1.0,0.0,0.0,2.0,0.015758,0.0,0.0,0.001487,0.0,0.0,0.0,3.0,0
0.0,1.12,4.0,0.0,0.0,9.0,0.011348,0.0,0.0,0.001487,0.000845,0.0,0.0,89.0,0
0.0,0.0,5.0,0.0,0.0,4.0,0.160592,0.0,0.0,0.001487,0.00351,0.0,0.0,128.0,1
0.0,23.66,3.0,0.0,0.0,3.0,0.152618,0.0,0.0,0.027085,0.011554,0.0,0.0,38.0,0
0.0,10.15,10.0,0.0,0.0,7.0,0.024768,0.0,0.0,0.02165,0.000969,0.0,1.0,63.0,1
0.0,1.01,9.0,0.0,0.0,5.0,0.15878,0.0,0.0,0.004821,0.000845,0.0,0.0,166.0,1
35.57,0.0,16.0,0.0,0.0,34.0,0.112974,0.0,0.0,0.001487,0.014908,0.0,0.0,845.0,0
1.01,0.0,0.0,0.0,0.0,5.0,0.126527,0.0,0.0,0.006651,0.003095,0.0,7.0,24.0,0
0.0,0.0,2.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002221,0.0,0.0,0.0,4.0,0
0.0,0.0,2.0,0.0,0.0,3.0,0.013744,0.0,0.0,0.001487,0.0,0.0,0.0,29.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.007492,0.0,0.0,0.00448,0.0,0.0,0.0,40.0,0
0.0,0.0,0.0,0.0,0.007391,3.0,0.024114,0.0,0.0,0.0,0.00723,0.0,0.0,27.0,0
0.0,0.0,1.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,44.0,0
1.01,1.03,7.0,0.0,0.0,8.0,0.013049,0.0,1.01,0.025009,0.001805,1.01,1.0,57.0,0
1.07,23.66,39.0,0.0,0.0,22.0,0.197558,0.0,0.0,0.012864,0.046983,0.0,4.0,547.0,1
0.0,1.02,14.0,1.01,0.0,13.0,0.179696,0.0,1.01,0.003871,0.018871,0.0,0.0,155.0,0
0.0,0.0,8.0,0.0,0.0,0.0,0.012148,0.0,0.0,0.001487,0.001865,0.0,0.0,144.0,0
0.0,1.03,7.0,0.0,0.0,2.0,0.13446,0.0,0.0,0.01375,0.001814,0.0,0.0,59.0,0
0.0,23.65,1.0,0.0,0.0,4.0,0.006219,0.0,0.0,0.002977,0.0,0.0,0.0,26.0,0
0.0,23.65,27.0,0.0,0.0,7.0,0.165027,0.0,0.0,0.002977,0.004771,0.0,3.0,209.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002221,0.0,0.0,0.0,3.0,0
4.08,1.03,16.0,0.0,0.0,14.0,0.025544,0.0,0.0,0.028092,0.008126,0.0,2.0,312.0,0
0.0,0.0,1.0,0.0,0.0,6.0,0.005853,0.0,0.0,0.001487,0.0,0.0,0.0,79.0,0
0.0,23.66,3.0,0.0,0.0,14.0,0.013695,0.0,0.0,0.012864,0.0,0.0,3.0,78.0,0
2.02,4.09,1.0,1.01,0.001087,11.0,0.010135,1.01,0.0,0.001487,0.001734,0.0,0.0,37.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,311.0,0
0.0,0.0,2.0,0.0,0.0,3.0,0.124221,0.0,0.0,0.001487,0.0,0.0,0.0,28.0,0
4.04,1.03,8.0,0.0,0.0,5.0,0.154403,0.0,0.0,0.028092,0.014476,0.0,4.0,178.0,0
0.0,0.0,1.0,0.0,0.0,5.0,0.125854,0.0,0.0,0.001487,0.0,0.0,2.0,12.0,0
0.0,0.0,2.0,0.0,0.0,8.0,0.13756,0.0,0.0,0.002542,0.007662,0.0,0.0,46.0,0
1.01,0.0,2.0,0.0,0.0,11.0,0.1274,1.04,1.04,0.00753,0.005893,0.0,0.0,107.0,0
1.01,1.02,77.0,3.12,0.017429,57.0,0.221837,1.01,1.08,0.006477,0.068122,0.0,0.0,952.0,1
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1
0.0,1.01,6.0,0.0,0.0,3.0,0.15805,0.0,0.0,0.004821,0.000845,0.0,0.0,97.0,0
0.0,1.01,7.0,0.0,0.0,5.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,106.0,0
0.0,0.0,1.0,0.0,0.0,3.0,0.008093,0.0,0.0,0.001487,0.0,0.0,0.0,25.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.003131,0.0,0.0,0.0,3.0,0
0.0,0.0,6.0,0.0,0.000747,4.0,0.151567,0.0,0.0,0.001487,0.010571,0.0,0.0,377.0,1
1.01,0.0,8.0,0.0,0.0,2.0,0.16326,0.0,0.0,0.002666,0.017882,0.0,1.0,110.0,0
0.0,14.23,2.0,0.0,0.0,3.0,0.026389,0.0,0.0,0.006896,0.0,0.0,2.0,36.0,1
3.04,7.9,71.0,0.0,0.002607,1.0,0.134308,2.04,8.36,0.001487,0.05278,0.0,2.0,1399.0,1
0.0,10.14,10.0,0.0,0.0,5.0,0.13159,0.0,0.0,0.02165,0.0,0.0,0.0,40.0,1
0.0,1.01,3.0,0.0,0.000936,5.0,0.011205,0.0,0.0,0.001487,0.001145,0.0,1.0,51.0,0
0.0,7.12,1.0,0.0,0.0,1.0,0.00439,0.0,0.0,0.013433,0.0,0.0,0.0,31.0,0
0.0,0.0,2.0,0.0,0.0,13.0,0.054678,1.02,1.02,0.0,0.02163,0.0,0.0,184.0,0
2.02,0.0,35.0,0.0,0.0,2.0,0.223532,0.0,4.09,0.002036,0.026592,0.0,2.0,639.0,1
0.0,1.01,7.0,0.0,0.0,5.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,106.0,0
0.0,0.0,1.0,0.0,0.0,7.0,0.00388,0.0,0.0,0.001487,0.0,0.0,0.0,144.0,0
0.0,0.0,6.0,1.11,0.000747,2.0,0.169647,1.01,1.12,0.0,0.007846,0.0,0.0,261.0,0
1.01,0.0,1.0,0.0,0.0,2.0,0.152618,0.0,0.0,0.001487,0.0,0.0,0.0,14.0,0
1.01,23.65,2.0,0.0,0.0,6.0,0.029089,0.0,0.0,0.002695,0.003767,0.0,0.0,44.0,0
3.12,0.0,6.0,0.0,0.0,38.0,0.013522,1.01,1.02,0.001487,0.003467,0.0,2.0,66.0,0
0.0,10.34,2.0,0.0,0.0,3.0,0.13249,0.0,0.0,0.009982,0.02163,0.0,0.0,44.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
0.0,23.66,2.0,0.0,0.0,3.0,0.138828,1.01,1.01,0.015486,0.00956,0.0,0.0,38.0,0
0.0,0.0,1.0,0.0,0.0,7.0,0.00439,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0
1.01,1.01,10.0,0.0,0.000673,6.0,0.155078,0.0,0.0,0.003929,0.001453,0.0,0.0,123.0,0
1.01,0.0,9.0,0.0,0.0,9.0,0.147282,0.0,0.0,0.001487,0.011006,0.0,1.0,30.0,0
0.0,23.66,0.0,0.0,0.0,2.0,0.005998,0.0,0.0,0.014073,0.0,0.0,0.0,7.0,0
0.0,0.0,7.0,0.0,0.0,11.0,0.134078,1.04,1.04,0.00753,0.005893,0.0,1.0,186.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.003131,0.0,0.0,0.0,3.0,0
1.01,15.06,7.0,0.0,0.0,2.0,0.145537,0.0,0.0,0.058926,0.011114,0.0,0.0,64.0,0
0.0,0.0,8.0,0.0,0.0,6.0,0.204926,2.04,2.04,0.0,0.021999,0.0,0.0,469.0,1
0.0,0.0,1.0,1.01,0.001485,1.0,0.008605,1.02,1.03,0.001487,0.001533,0.0,0.0,23.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,4.0,0
1.01,23.65,5.0,0.0,0.0,10.0,0.007694,0.0,0.0,0.002695,0.0,0.0,0.0,97.0,0
3.03,8.1,30.0,0.0,0.00242,28.0,0.168102,0.0,0.0,0.001487,0.021057,0.0,0.0,644.0,1
0.0,0.0,2.0,0.0,0.0,3.0,0.003467,0.0,0.0,0.001487,0.0,0.0,1.0,20.0,0
2.02,0.0,118.0,3.03,0.005485,19.0,0.192471,1.01,4.04,0.001487,0.052374,0.0,0.0,1531.0,1
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002221,0.0,0.0,0.0,3.0,0
1.01,1.01,12.0,0.0,0.0,12.0,0.155266,0.0,0.0,0.004821,0.000836,0.0,0.0,208.0,0
0.0,0.0,8.0,0.0,0.0,0.0,0.010227,0.0,0.0,0.001487,0.001035,0.0,2.0,104.0,0
1.01,0.0,15.0,0.0,0.0,2.0,0.197965,0.0,0.0,0.001487,0.006678,0.0,0.0,200.0,0
1.01,0.0,1.0,0.0,0.0,2.0,0.006943,0.0,0.0,0.001487,0.00074,0.0,0.0,11.0,0
4.06,13.35,64.0,1.01,0.010737,39.0,0.28485,5.05,6.06,0.001487,0.058053,0.0,1.0,6113.0,1
0.0,0.0,2.0,0.0,0.0,4.0,0.009399,0.0,0.0,0.001487,0.000845,0.0,4.0,146.0,0
1.01,1.04,2.0,0.0,0.0,1.0,0.03391,1.01,1.01,0.009479,0.011554,0.0,0.0,10.0,0
0.0,8.09,44.0,1.01,0.000481,7.0,0.209644,1.01,2.02,0.015473,0.012533,0.0,0.0,282.0,0
0.0,14.14,24.0,0.0,0.000703,16.0,0.040046,1.01,1.04,0.018171,0.007906,0.0,0.0,1189.0,1
1.01,0.0,6.0,2.04,0.002751,6.0,0.027583,0.0,2.05,0.001487,0.009385,0.0,0.0,128.0,0
2.02,0.0,1.0,0.0,0.0,6.0,0.008887,0.0,0.0,0.001487,0.001533,0.0,0.0,28.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.001973,0.0,0.0,0.002221,0.0,0.0,0.0,21.0,0
0.0,23.66,25.0,0.0,0.0,9.0,0.17826,1.01,1.01,0.014073,0.023726,0.0,2.0,414.0,1
0.0,0.0,1.0,0.0,0.0,4.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,17.0,0
0.0,0.0,1.0,0.0,0.0,10.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,64.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.008135,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0
0.0,2.08,50.0,1.04,0.001243,6.0,0.216219,1.01,2.05,0.015179,0.022934,0.0,0.0,1189.0,1
2.02,1.12,6.0,1.01,0.0,0.0,0.030107,3.04,3.05,0.009929,0.00095,0.0,2.0,15.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.006219,0.0,0.0,0.002666,0.003821,1.01,3.0,15.0,0
0.0,0.0,1.0,0.0,0.0,3.0,0.152618,0.0,0.0,0.001487,0.0,0.0,0.0,18.0,0
1.01,3.08,6.0,0.0,0.0,5.0,0.011839,0.0,0.0,0.002221,0.001061,0.0,0.0,58.0,1
0.0,23.65,1.0,0.0,0.0,4.0,0.009281,0.0,0.0,0.002977,0.000743,0.0,0.0,25.0,0
0.0,0.0,3.0,0.0,0.0,2.0,0.012324,0.0,0.0,0.01375,0.002546,0.0,4.0,165.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.001973,0.0,0.0,0.002221,0.0,0.0,0.0,21.0,0
0.0,23.66,13.0,0.0,0.0,7.0,0.026807,0.0,0.0,0.014073,0.002808,0.0,0.0,70.0,1
0.0,23.66,5.0,0.0,0.0,2.0,0.013369,0.0,0.0,0.027085,0.0,0.0,0.0,13.0,0
0.0,0.0,0.0,0.0,0.0,8.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,52.0,0
2.02,0.0,0.0,0.0,0.0,1.0,0.001973,0.0,0.0,0.002221,0.0,0.0,0.0,4.0,0
15.41,0.0,18.0,0.0,0.0,26.0,0.177241,0.0,1.01,0.001487,0.000423,0.0,19.0,657.0,0
3.04,0.0,1.0,0.0,0.0,9.0,0.007713,0.0,0.0,0.001487,0.0,0.0,0.0,144.0,0
0.0,0.0,4.0,0.0,0.0,3.0,0.003379,0.0,0.0,0.001487,0.0,0.0,0.0,26.0,0
0.0,24.67,2.0,0.0,0.0,3.0,0.007549,0.0,0.0,0.014073,0.0,0.0,0.0,65.0,0
0.0,8.55,23.0,0.0,0.0,2.0,0.034636,1.01,1.01,0.023358,0.003507,0.0,0.0,768.0,0
1.01,21.43,4.0,0.0,0.0,4.0,0.129181,0.0,2.02,0.001487,0.000956,0.0,1.0,6.0,0
0.0,14.23,37.0,1.01,0.0,3.0,0.209338,0.0,1.01,0.006896,0.023463,0.0,0.0,343.0,1
0.0,24.67,1.0,0.0,0.0,3.0,0.015395,0.0,0.0,0.014073,0.00083,0.0,0.0,41.0,0
1.01,1.01,2.0,0.0,0.0,7.0,0.006219,0.0,0.0,0.001487,0.0,0.0,1.0,16.0,1
0.0,16.66,3.0,0.0,0.0,8.0,0.002283,0.0,0.0,0.018554,0.000865,0.0,0.0,55.0,0
0.0,23.65,16.0,0.0,0.0,6.0,0.02862,2.02,2.02,0.002695,0.006602,0.0,0.0,343.0,0
1.01,23.66,1.0,0.0,0.0,3.0,0.142888,0.0,0.0,0.015701,0.006604,0.0,1.0,16.0,0
0.0,0.0,17.0,0.0,0.0,0.0,0.14051,0.0,0.0,0.001487,0.000683,0.0,0.0,3.0,0
1.02,2.15,19.0,0.0,0.001124,25.0,0.158057,0.0,0.0,0.020306,0.018303,0.0,1.0,356.0,0
0.0,0.0,2.0,0.0,0.0,7.0,0.119691,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0
1.01,0.0,12.0,1.01,0.0,9.0,0.13521,0.0,1.02,0.001487,0.003401,0.0,0.0,112.0,0
0.0,0.0,4.0,0.0,0.0,3.0,0.003379,0.0,0.0,0.001487,0.0,0.0,0.0,26.0,0
0.0,23.66,4.0,0.0,0.0,3.0,0.132755,0.0,0.0,0.014355,0.0,0.0,0.0,42.0,0
0.0,13.63,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.014073,0.0,0.0,0.0,13.0,0
0.0,23.65,7.0,0.0,0.0,7.0,0.148845,1.01,1.01,0.002695,0.005201,0.0,0.0,92.0,0
0.0,12.41,6.0,0.0,0.0,6.0,0.007901,0.0,0.0,0.00349,0.002227,0.0,0.0,27.0,0
0.0,24.63,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.002695,0.0,0.0,0.0,31.0,0
0.0,23.66,24.0,0.0,0.001088,4.0,0.153886,4.05,4.05,0.014073,0.007695,1.01,1.0,142.0,0
0.0,23.65,27.0,0.0,0.0,7.0,0.165027,0.0,0.0,0.002977,0.004771,0.0,3.0,209.0,0
1.01,0.0,4.0,0.0,0.0,5.0,0.141869,1.01,2.05,0.001487,0.009517,0.0,0.0,166.0,1
0.0,0.0,4.0,1.01,0.0,11.0,0.00927,0.0,1.01,0.001487,0.000956,0.0,0.0,117.0,0
0.0,0.0,13.0,0.0,0.0,2.0,0.139236,0.0,0.0,0.001487,0.003138,0.0,0.0,162.0,0
0.0,0.0,5.0,0.0,0.0,3.0,0.016977,0.0,0.0,0.001487,0.0,1.01,2.0,15.0,0
6.09,1.01,13.0,0.0,0.0,18.0,0.151655,0.0,0.0,0.004821,0.001805,0.0,0.0,319.0,0
1.02,22.63,29.0,3.12,0.000771,12.0,0.041709,3.03,4.12,0.004091,0.014186,0.0,0.0,784.0,1
7.07,24.65,32.0,0.0,0.0,26.0,0.07316,1.02,1.02,0.002695,0.00715,0.0,3.0,314.0,0
0.0,1.01,3.0,0.0,0.0,1.0,0.149865,0.0,0.0,0.005735,0.0,0.0,0.0,54.0,0
1.01,1.01,7.0,0.0,0.0,5.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,96.0,0
2.05,1.03,7.0,0.0,0.006371,10.0,0.149122,0.0,0.0,0.032335,0.009096,0.0,3.0,127.0,1
2.03,0.0,3.0,0.0,0.0,8.0,0.03168,1.02,1.02,0.001487,0.004999,0.0,0.0,24.0,1
0.0,1.01,6.0,0.0,0.0,3.0,0.15805,0.0,0.0,0.004821,0.000845,0.0,0.0,97.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0
0.0,0.0,0.0,0.0,0.0,8.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,38.0,0
3.12,0.0,6.0,0.0,0.0,38.0,0.013522,1.01,1.02,0.001487,0.003467,0.0,2.0,66.0,0
0.0,0.0,1.0,0.0,0.0,7.0,0.003839,0.0,0.0,0.001471,0.0,0.0,0.0,32.0,0
1.01,1.01,7.0,0.0,0.0,5.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,96.0,0
0.0,23.63,0.0,0.0,0.0,2.0,0.007845,0.0,0.0,0.002695,0.0,0.0,0.0,11.0,0
3.05,0.0,0.0,0.0,0.0,0.0,0.006219,0.0,0.0,0.001487,0.0,2.03,16.0,85.0,0
0.0,6.44,4.0,0.0,0.001081,1.0,0.141381,1.01,1.02,0.022948,0.002475,1.02,0.0,50.0,1
0.0,23.65,1.0,0.0,0.0,5.0,0.006219,0.0,0.0,0.014073,0.0,0.0,0.0,46.0,0
0.0,0.0,3.0,0.0,0.0,9.0,0.157613,0.0,0.0,0.001487,0.002523,0.0,0.0,44.0,0
2.02,13.91,29.0,0.0,0.0,19.0,0.213758,0.0,0.0,0.006676,0.018003,0.0,2.0,546.0,1
0.0,1.01,9.0,0.0,0.0,7.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,128.0,0
0.0,23.66,15.0,0.0,0.0,6.0,0.155112,0.0,0.0,0.014073,0.004448,0.0,0.0,195.0,0
0.0,17.38,10.0,0.0,0.0,2.0,0.042134,0.0,0.0,0.016787,0.007309,0.0,0.0,166.0,1
0.0,0.0,12.0,0.0,0.0,1.0,0.147981,0.0,0.0,0.01375,0.009992,0.0,0.0,102.0,0
0.0,3.03,14.0,4.07,0.0,39.0,0.183799,0.0,6.22,0.003024,0.010383,0.0,0.0,347.0,1
0.0,23.63,0.0,0.0,0.0,5.0,0.011483,0.0,0.0,0.003497,0.00083,0.0,0.0,18.0,0
1.01,1.01,8.0,0.0,0.0,3.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,72.0,0
15.21,14.46,31.0,0.0,0.0,54.0,0.201627,0.0,0.0,0.002695,0.026488,0.0,4.0,724.0,1
0.0,1.01,9.0,0.0,0.0,6.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,96.0,0
0.0,0.0,9.0,0.0,0.0,5.0,0.017719,0.0,0.0,0.001487,0.0,0.0,0.0,42.0,0
3.08,0.0,9.0,3.03,0.0,25.0,0.012651,0.0,3.03,0.001487,0.001489,2.05,9.0,111.0,0
0.0,1.01,5.0,0.0,0.0,3.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,60.0,0
12.16,0.0,33.0,2.02,0.000742,26.0,0.185252,1.04,4.06,0.001487,0.007278,0.0,0.0,841.0,1
0.0,0.0,2.0,0.0,0.0,2.0,0.005035,0.0,2.02,0.001487,0.0,0.0,1.0,0.0,0
0.0,23.66,28.0,1.01,0.0,8.0,0.189695,2.02,1.01,0.027085,0.031142,0.0,1.0,244.0,1
0.0,0.0,0.0,0.0,0.0,3.0,0.007625,0.0,0.0,0.001487,0.0,0.0,0.0,11.0,0
0.0,0.0,0.0,0.0,0.0,2.0,0.001973,0.0,0.0,0.002221,0.0,0.0,0.0,21.0,0
0.0,0.0,13.0,0.0,0.002401,4.0,0.030645,1.01,2.02,0.01375,0.005279,0.0,0.0,281.0,0
1.01,0.0,1.0,0.0,0.0,8.0,0.008165,0.0,0.0,0.001487,0.000617,0.0,0.0,94.0,0
0.0,23.66,3.0,0.0,0.0,8.0,0.011674,0.0,0.0,0.014073,0.0019,0.0,4.0,42.0,1
1.01,0.0,22.0,1.01,0.001794,1.0,0.196679,1.01,2.03,0.002666,0.035476,0.0,0.0,251.0,1
